112,107,0,196
52,164,5,204
163,68,60,185
198,116,158,137
192,154,101,182
36,32,193,107
206,7,216,164
102,58,43,25
144,77,125,30
211,7,182,92
27,1,105,181
34,45,141,47
131,68,29,36
195,49,92,74
118,47,86,64
40,51,227,46
95,180,63,137
45,171,184,145
71,206,221,145
112,23,198,211
166,57,22,86
227,169,58,52
45,213,61,95
20,119,31,68
82,29,189,18
143,100,63,11
206,154,162,131
38,98,189,98
90,73,195,103
27,29,148,83
146,62,121,134
23,198,112,64
9,167,41,19
44,9,218,218
204,87,174,129
117,119,13,96
186,184,221,134
53,103,92,179
125,47,87,32
131,68,92,211
31,13,25,90
137,31,183,38
141,5,82,217
63,29,67,156
8,146,96,136
153,42,124,218
177,78,134,117
191,53,189,157
134,195,143,26
77,195,229,72
106,204,144,119
172,205,45,96
107,139,149,125
80,4,170,170
184,184,182,14
69,64,189,131
221,49,185,102
123,180,88,183
20,68,132,14
91,188,117,76
43,118,207,63
85,10,120,51
116,173,42,210
201,50,85,168
9,115,18,17
211,153,135,7
57,180,146,34
101,184,217,2
142,189,124,28
178,92,117,71
143,66,158,203
148,154,60,203
141,60,183,187
63,169,0,44
164,71,201,107
107,63,117,1
216,139,4,209
104,98,99,176
227,207,6,66
127,212,119,117
151,1,145,213
63,216,215,123
122,31,26,199
129,55,91,142
19,168,66,129
166,147,157,60
115,56,183,38
218,71,190,150
182,208,200,206
26,153,93,5
200,116,202,144
63,126,4,87
68,14,8,112
181,27,34,4
3,24,103,47
27,216,107,48
176,35,151,53
4,183,116,38
25,188,126,8
5,149,92,101
213,106,72,15
199,146,16,131
202,199,198,150
32,91,127,4
102,131,117,106
162,4,27,28
47,104,165,5
89,215,108,36
171,43,74,107
73,72,186,163
84,57,175,181
98,69,198,169
89,173,50,37
32,212,2,177
114,7,9,106
80,50,226,11
38,77,136,105
173,21,19,174
209,177,181,188
91,64,23,57
93,47,158,36
20,120,20,179
63,124,153,102
226,38,117,198
97,194,178,184
217,40,7,58
42,118,77,53
161,8,128,115
172,32,78,166
184,177,34,174
99,23,27,113
126,8,19,168
152,171,40,34
80,63,177,148
52,194,28,141
111,200,54,147
83,58,67,59
192,15,198,52
14,39,133,112
12,155,12,151
63,149,35,216
35,65,117,10
36,40,49,139
134,0,184,167
92,25,180,50
164,147,146,208
60,140,159,211
169,149,49,134
218,52,78,65
9,42,54,129
225,144,190,6
136,95,14,35
73,96,159,109
136,73,159,14
26,41,87,9
223,150,88,30
42,53,123,218
11,5,7,215
223,130,173,162
199,4,222,195
134,108,14,110
139,213,118,141
166,118,23,161
26,125,148,7
36,218,216,204
134,125,42,173
25,7,39,128
147,36,139,19
225,1,43,1
107,61,140,37
221,137,152,191
105,22,36,21
214,148,24,157
171,193,65,211
113,134,141,53
159,214,67,182
161,36,214,41
142,16,41,127
120,65,158,27
128,122,82,161
218,129,145,197
196,76,164,75
144,142,120,84
189,110,36,134
70,109,64,170
13,4,206,176
47,200,188,116
178,192,209,124
36,184,64,176
164,11,22,74
61,61,218,136
61,109,55,7
74,197,156,44
216,195,73,134
123,151,189,120
22,207,217,51
25,92,116,78
75,73,138,98
143,8,102,147
179,90,91,41
39,41,193,138
146,117,41,2
220,1,121,173
164,55,67,85
186,52,52,116
156,23,48,148
24,200,155,216
139,194,129,160
52,162,200,79
163,119,75,175
226,4,81,96
54,60,102,189
121,148,79,79
187,115,209,213
155,96,88,71
147,179,184,112
152,52,99,65
58,176,12,59
189,193,175,119
81,152,164,41
50,90,0,61
225,131,14,125
87,159,69,115
39,217,47,171
193,215,3,193
229,96,60,50
10,150,144,171
197,88,90,161
46,41,92,19
38,12,54,65
227,95,144,56
155,164,192,110
121,216,167,35
113,93,83,136
166,137,71,134
87,45,113,95
146,11,121,180
52,62,190,151
5,115,23,83
170,40,17,208
69,209,186,123
223,95,48,116
91,42,120,193
54,50,92,200
179,195,183,116
2,165,200,133
48,161,176,51
180,72,101,110
129,27,35,92
91,135,188,174
211,27,208,95
205,202,207,13
60,65,132,217
94,56,161,9
130,218,135,125
86,23,54,27
147,0,100,52
212,35,75,181
129,62,35,84
44,61,0,204
147,160,163,10
125,95,135,102
90,133,171,149
118,36,75,30
90,87,156,173
137,144,39,127
210,38,213,185
43,71,105,210
210,25,77,201
130,110,176,86
23,139,127,169
176,131,178,160
178,137,118,162
79,52,82,141
62,201,107,26
135,5,91,19
66,169,82,192
129,78,76,152
58,11,127,24
35,81,133,27
117,157,69,72
107,190,214,97
91,2,180,71
138,161,48,37
209,50,84,50
55,89,32,154
131,155,12,80
193,95,65,59
140,97,25,103
147,208,190,155
145,120,146,95
198,180,81,171
118,92,106,41
158,106,7,215
4,36,80,75
54,161,172,69
12,125,125,8
65,200,111,77
149,56,30,11
19,160,12,54
72,213,130,122
82,214,40,51
162,103,16,115
64,115,172,71
14,76,179,77
74,17,42,10
4,194,98,130
67,170,80,33
114,99,90,63
102,108,209,183
81,107,166,97
125,35,191,60
222,122,19,135
165,213,45,115
166,206,228,81
70,178,26,15
27,40,52,108
58,67,114,48
99,199,134,161
128,206,120,149
22,71,208,33
118,51,19,76
58,114,11,123
84,53,24,216
16,125,83,15
89,123,160,7
92,42,52,47
6,23,48,189
100,126,191,15
213,89,186,140
75,17,146,147
172,13,87,97
209,37,56,134
104,27,223,193
217,211,224,125
64,113,212,176
158,218,194,34
167,69,111,127
27,10,44,186
128,128,29,70
195,196,161,169
142,98,1,144
41,91,42,88
187,93,108,187
51,144,63,114
10,151,67,185
145,6,209,151
224,153,41,36
212,28,111,37
83,150,217,191
209,109,126,68
26,40,125,136
80,162,135,24
123,160,35,127
22,25,88,164
205,213,200,5
146,37,184,91
161,174,29,153
145,111,126,105
104,77,57,9
20,38,197,127
208,97,43,37
162,134,148,196
168,60,1,102
134,45,174,124
95,208,77,48
145,48,201,20
4,161,173,120
226,78,111,170
43,89,25,133
79,164,120,13
2,213,147,138
35,215,135,113
90,100,90,212
118,216,217,146
225,55,91,186
178,150,172,9
68,8,176,112
218,17,61,123
160,208,136,58
97,3,19,5
66,116,161,53
89,40,79,140
41,84,160,192
134,187,205,156
50,187,178,159
109,91,167,52
174,170,222,39
104,115,187,65
218,42,41,133
112,133,182,154
128,61,50,212
173,190,161,193
4,141,79,117
77,31,17,170
163,86,59,96
160,34,39,37
225,66,196,76
201,11,30,127
127,158,97,164
6,31,82,212
138,177,99,206
77,203,163,97
68,131,165,186
90,80,105,35
28,36,28,25
161,10,152,213
61,19,194,103
9,151,100,12
111,174,146,82
201,50,209,72
141,202,116,124
185,43,166,14
165,131,221,153
162,36,23,209
187,154,198,116
1,152,87,24
40,185,25,191
46,44,89,1
72,111,157,98
189,193,153,3
165,92,172,67
177,54,170,86
165,172,29,6
201,23,87,130
164,9,64,179
104,114,124,87
54,66,32,208
185,146,157,194
134,28,143,78
28,44,189,107
187,170,85,1
33,7,152,47
54,192,213,43
8,183,126,22
219,171,10,71
228,128,54,2
42,15,144,77
171,43,128,126
47,169,20,170
196,130,69,154
50,145,164,98
170,50,84,189
70,171,227,53
19,198,47,142
52,25,194,198
97,61,134,93
40,143,101,121
39,42,64,8
220,124,120,210
184,215,124,141
172,65,37,162
181,15,44,91
186,8,131,217
210,99,177,6
212,88,46,23
177,80,50,71
6,180,216,76
37,176,187,176
82,14,56,209
100,7,25,158
135,212,125,104
129,49,78,134
32,48,138,158
0,108,184,199
199,206,82,153
138,3,87,158
61,144,108,179
127,192,56,74
144,90,150,11
21,188,194,197
88,19,203,184
60,50,14,131
95,121,186,55
16,204,69,216
79,127,42,171
137,137,80,131
51,40,60,47
66,202,151,129
105,122,107,33
47,45,66,53
12,184,135,58
1,97,131,8
184,6,151,88
148,192,166,51
46,37,132,123
224,113,8,37
6,8,84,158
28,217,64,28
94,23,33,1
147,22,228,49
192,48,181,9
115,137,177,180
13,185,48,182
199,149,85,37
165,60,195,149
222,121,12,165
24,213,94,151
27,71,44,200
37,60,105,19
50,21,119,198
40,108,10,181
68,180,176,29
181,186,100,126
120,142,21,115
126,196,76,22
79,205,88,25
142,89,56,28
72,214,128,132
47,92,100,46
6,149,182,44
155,147,205,190
189,96,6,190
115,142,126,49
10,186,201,201
83,117,4,138
76,191,188,41
16,95,165,125
157,89,35,38
195,67,48,97
180,121,38,196
17,196,139,29
34,186,191,2
213,63,192,37
177,6,131,54
132,195,120,187
124,106,3,78
177,103,82,89
32,144,194,98
146,214,37,87
148,103,156,105
186,160,74,57
213,57,38,85
176,15,105,36
119,25,169,193
25,54,133,216
90,162,126,101
62,96,170,137
145,135,146,185
33,149,42,128
226,65,191,103
158,111,53,143
104,44,24,130
82,145,227,43
71,169,104,112
79,180,138,131
15,4,132,113
51,104,177,66
87,156,26,149
62,169,216,118
160,44,71,167
145,71,104,65
220,118,52,111
85,61,89,148
101,9,159,123
106,204,167,75
167,47,94,189
196,46,213,206
4,20,9,133
99,127,137,46
190,10,208,211
75,107,28,126
145,200,118,72
105,47,62,76
218,44,54,22
119,101,110,30
94,163,160,161
193,197,216,9
179,111,27,41
13,91,38,104
175,74,208,171
146,178,200,198
151,66,142,88
148,91,81,154
66,55,147,47
223,61,45,70
221,14,100,147
151,12,62,19
180,213,161,203
30,160,83,42
53,192,61,129
215,40,9,52
175,43,25,138
200,139,183,179
199,164,39,192
12,193,14,211
188,50,210,70
173,30,156,0
75,48,152,187
174,125,148,74
41,52,107,205
98,7,149,9
129,100,134,125
60,23,67,150
9,84,173,30
55,159,48,34
161,211,62,2
154,98,121,202
45,54,69,91
125,215,124,63
152,216,101,169
121,88,187,66
48,203,30,137
108,40,41,55
159,86,34,203
208,201,79,150
108,24,3,178
145,135,90,61
216,26,177,147
71,120,212,12
36,9,123,35
67,166,155,71
183,105,42,122
152,33,26,52
49,126,58,139
33,103,96,35
121,158,180,128
203,157,146,54
142,186,81,113
50,208,106,51
57,49,62,123
121,184,106,102
82,92,206,7
31,206,193,151
115,139,200,85
220,172,90,62
43,207,75,182
153,15,30,99
138,214,68,14
35,24,131,56
173,189,166,146
61,218,133,148
155,131,70,64
155,159,88,153
23,202,165,69
168,205,0,166
218,175,195,58
179,17,42,217
180,164,23,149
42,108,149,171
90,34,83,94
73,188,180,121
192,138,148,185
76,104,159,76
99,90,202,83
229,128,88,156
179,176,78,188
196,93,128,184
138,131,120,6
126,77,11,90
56,188,76,73
50,63,69,211
5,58,80,185
145,127,199,48
151,136,165,142
188,204,82,198
162,5,207,136
46,57,148,145
27,132,1,152
177,167,164,140
122,51,85,67
199,4,58,16
32,177,72,174
226,59,163,179
99,17,220,8
156,201,75,73
116,122,145,8
191,153,48,22
38,77,31,40
43,162,156,48
70,53,190,172
131,58,96,141
86,209,100,11
142,200,133,45
80,84,60,94
224,88,171,143
80,124,2,143
24,14,86,7
33,207,92,47
36,107,56,53
147,166,214,102
64,116,101,18
126,49,169,150
85,169,12,91
108,56,127,154
157,74,187,179
125,19,126,20
137,156,51,48
79,194,39,88
50,100,18,0
89,132,221,110
154,213,105,88
15,126,26,140
40,48,40,179
124,6,1,163
25,213,78,44
169,172,215,132
177,68,77,182
118,163,49,118
121,108,51,109
196,52,214,77
212,53,86,29
197,120,209,23
199,80,136,162
169,148,143,91
83,87,180,176
129,196,50,194
34,17,156,175
174,125,143,62
23,125,115,44
99,2,60,107
177,46,54,3
71,180,216,203
120,15,166,180
153,65,48,73
77,19,122,217
69,188,99,108
163,114,101,162
10,36,50,199
219,163,83,78
45,144,177,142
183,142,173,54
208,183,225,10
50,8,158,129
202,113,85,168
202,3,109,164
78,78,151,121
95,5,101,90
208,14,106,177
89,152,228,164
104,117,101,156
122,1,40,146
223,66,82,139
47,67,77,198
219,132,65,28
17,217,145,194
185,0,204,173
102,40,167,13
30,218,62,74
179,177,141,77
81,43,122,0
93,161,27,86
227,73,140,210
121,160,13,111
218,140,154,58
16,159,148,45
190,74,193,76
136,77,85,123
123,56,123,108
163,93,96,205
77,124,3,98
131,23,4,66
137,214,85,211
60,17,212,108
103,145,190,84
217,40,37,73
145,115,4,196
40,172,121,192
40,183,101,57
141,194,37,212
33,161,174,88
144,59,120,164
176,86,174,67
150,30,121,0
135,189,207,115
122,93,56,43
12,8,69,208
136,20,41,199
99,112,120,106
64,1,124,34
168,197,30,214
126,108,61,158
114,206,154,54
28,92,17,213
66,97,38,31
110,211,58,113
57,106,179,169
194,136,155,163
216,126,68,155
26,57,81,211
169,83,150,9
168,116,76,0
39,159,200,201
210,176,208,121
104,218,54,125
145,143,101,42
66,186,80,114
188,62,196,84
228,123,26,191
157,28,6,101
35,129,57,102
195,184,15,151
92,141,172,152
183,194,81,113
38,37,37,102
115,178,186,47
56,108,212,100
108,101,186,135
4,85,8,39
86,161,228,6
68,61,47,61
73,153,74,6
140,27,151,177
46,156,24,155
56,155,151,187
73,216,198,181
152,140,99,97
44,102,139,24
54,199,213,125
58,113,94,66
39,113,127,31
195,18,227,8
73,109,141,127
22,205,172,149
211,57,37,80
208,14,179,30
157,80,18,54
0,208,110,99
187,86,52,52
188,67,87,97
160,43,218,135
98,118,118,22
114,194,6,85
45,164,9,110
84,201,222,162
158,179,5,52
88,34,28,53
143,5,191,91
129,12,185,110
183,4,227,114
150,52,100,148
174,159,196,32
183,17,191,152
98,114,74,54
60,76,87,10
128,212,175,80
64,96,143,161
66,39,159,1
39,172,122,31
194,84,216,217
112,154,17,98
158,27,138,15
112,178,59,10
123,23,213,123
188,25,175,122
82,32,6,131
131,203,16,105
